,fold_1,fold_2,fold_3,fold_4,fold_5
MLP,"{'n_layers': 3, 'units_0': 320, 'activation_0': 'swish', 'l2': 0.0001, 'batch_norm': True, 'dropout': 0.4, 'optimizer': 'rmsprop', 'lr': 0.01, 'units_1': 64, 'activation_1': 'relu', 'units_2': 64, 'activation_2': 'relu'}","{'n_layers': 1, 'units_0': 448, 'activation_0': 'relu', 'l2': 0.0, 'batch_norm': True, 'dropout': 0.4, 'optimizer': 'rmsprop', 'lr': 0.01, 'units_1': 320, 'activation_1': 'swish', 'units_2': 320, 'activation_2': 'gelu'}","{'n_layers': 3, 'units_0': 64, 'activation_0': 'tanh', 'l2': 0.0, 'batch_norm': False, 'dropout': 0.2, 'optimizer': 'rmsprop', 'lr': 0.01, 'units_1': 448, 'activation_1': 'relu', 'units_2': 64, 'activation_2': 'swish'}","{'n_layers': 2, 'units_0': 384, 'activation_0': 'swish', 'l2': 0.0001, 'batch_norm': False, 'dropout': 0.1, 'optimizer': 'adam', 'lr': 0.01, 'units_1': 64, 'activation_1': 'swish', 'units_2': 320, 'activation_2': 'swish'}","{'n_layers': 2, 'units_0': 320, 'activation_0': 'gelu', 'l2': 0.0, 'batch_norm': True, 'dropout': 0.2, 'optimizer': 'adam', 'lr': 0.01, 'units_1': 256, 'activation_1': 'gelu', 'units_2': 448, 'activation_2': 'tanh'}"
