,fold_1,fold_2,fold_3,fold_4,fold_5
MLP,"{'n_layers': 3, 'units_0': 448, 'activation_0': 'swish', 'l2': 0.0, 'batch_norm': True, 'dropout': 0.2, 'optimizer': 'rmsprop', 'lr': 0.01, 'units_1': 256, 'activation_1': 'swish', 'units_2': 512, 'activation_2': 'swish'}","{'n_layers': 2, 'units_0': 256, 'activation_0': 'gelu', 'l2': 0.0, 'batch_norm': False, 'dropout': 0.0, 'optimizer': 'adam', 'lr': 0.005, 'units_1': 448, 'activation_1': 'swish', 'units_2': 384, 'activation_2': 'swish'}","{'n_layers': 2, 'units_0': 512, 'activation_0': 'relu', 'l2': 0.001, 'batch_norm': True, 'dropout': 0.30000000000000004, 'optimizer': 'rmsprop', 'lr': 0.01, 'units_1': 320, 'activation_1': 'tanh'}","{'n_layers': 2, 'units_0': 320, 'activation_0': 'tanh', 'l2': 0.0001, 'batch_norm': False, 'dropout': 0.0, 'optimizer': 'rmsprop', 'lr': 0.01, 'units_1': 384, 'activation_1': 'swish', 'units_2': 128, 'activation_2': 'swish'}","{'n_layers': 3, 'units_0': 384, 'activation_0': 'relu', 'l2': 0.0, 'batch_norm': False, 'dropout': 0.0, 'optimizer': 'adam', 'lr': 0.005, 'units_1': 320, 'activation_1': 'swish', 'units_2': 320, 'activation_2': 'gelu'}"
